Jawaban,Produk,Fitur,Bahan
"[2, 1, 1, 2, 2, 3, 3, 2, 1, 4, 3, 1, 1, 3]","Cleanser, Sunscreen","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Ceramide"
"[3, 3, 3, 2, 3, 1, 4, 2, 2, 1, 1, 2, 2, 2]","Sunscreen, Serum","Balanced Hydration, Acne Prevention","Allantoin, Panthenol, Cica, Niacinamide"
"[2, 4, 1, 1, 3, 3, 4, 2, 2, 3, 4, 2, 3, 2]","Sunscreen, Cleanser","Pore Care, Protective","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[1, 3, 1, 3, 4, 4, 3, 4, 1, 2, 2, 1, 3, 1]","Moisturizer, Sunscreen","Hydrating, Custom Care","Glycerin, Ceramide, Allantoin, Panthenol"
"[1, 3, 3, 4, 2, 4, 3, 3, 1, 1, 1, 3, 3, 3]","Sunscreen, Serum","Balanced, Hydrating","Panthenol, Niacinamide, Ceramide, Glycerin"
"[2, 3, 3, 2, 4, 1, 3, 1, 2, 4, 4, 2, 2, 1]","Cleanser, Booster","Acne Prevention, Oil Control","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[2, 4, 1, 1, 3, 2, 3, 1, 2, 3, 1, 2, 3, 4]","Sunscreen, Cleanser","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Cica"
"[1, 2, 3, 4, 4, 3, 4, 1, 3, 1, 3, 3, 1, 2]","Sunscreen, Serum","Custom Care, Calming","Allantoin, Ceramide, Cica, Panthenol"
"[2, 2, 2, 1, 1, 3, 1, 3, 2, 1, 1, 3, 1, 2]","Sunscreen, Calming Mask","Pore Care, Calming","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[1, 3, 2, 4, 1, 1, 3, 3, 1, 1, 3, 3, 2, 4]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Niacinamide, Ceramide, Panthenol"
"[2, 2, 3, 2, 4, 1, 4, 3, 4, 3, 4, 2, 3, 4]","Sunscreen, Booster","Pore Care, Acne Prevention","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[1, 4, 1, 1, 1, 2, 3, 2, 4, 3, 1, 4, 1, 2]","Sunscreen, Calming Mask","Hydrating, Calming","Allantoin, Panthenol, Cica, Glycerin"
"[1, 4, 3, 4, 4, 1, 4, 1, 4, 2, 2, 3, 3, 3]","Sunscreen, Serum","Custom Care, UV Protection","Niacinamide, Allantoin, Panthenol, Ceramide"
"[1, 3, 1, 1, 4, 3, 1, 2, 2, 4, 4, 2, 1, 2]","Moisturizer, Sunscreen","Hydrating, Balanced","Panthenol, Glycerin, Ceramide, Allantoin"
"[1, 2, 4, 1, 2, 3, 3, 1, 2, 1, 4, 1, 1, 4]","Serum, Calming Mask","Hydrating, Calming","Salicylic Acid, Panthenol, Ceramide, Allantoin"
"[1, 1, 1, 4, 2, 3, 4, 4, 2, 3, 4, 1, 2, 3]","Booster, Sunscreen","Balancing, Acne Free","Panthenol, Ceramide, Niacinamide, Salicylic Acid"
"[4, 1, 1, 4, 4, 2, 1, 1, 2, 3, 4, 4, 2, 1]","Sunscreen, Booster","Balancing, Oil Control","Panthenol, Niacinamide, Ceramide, Allantoin"
"[3, 1, 1, 2, 3, 4, 1, 3, 3, 4, 2, 4, 3, 2]","Sunscreen, Essence","Balanced Hydration, Protective","Niacinamide, Allantoin, Salicylic Acid, Bakuchiol"
"[3, 2, 4, 3, 3, 4, 2, 4, 1, 2, 2, 4, 2, 1]","Sunscreen, Booster","Protective, Balancing","Allantoin, Salicylic Acid, Panthenol, Water"
"[3, 4, 1, 1, 2, 4, 4, 3, 3, 4, 4, 4, 3, 2]","Sunscreen, Booster","Custom Care, Balanced Hydration","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[2, 1, 3, 1, 4, 3, 1, 3, 4, 4, 1, 3, 4, 2]","Sunscreen, Cleanser","Pore Care, Balanced","Niacinamide, Panthenol, Allantoin, Cica"
"[2, 2, 2, 1, 2, 3, 1, 1, 4, 2, 3, 3, 2, 4]","Sunscreen, Spot Treatment","Pore Care, Protective","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[2, 4, 3, 4, 3, 3, 4, 4, 3, 3, 2, 2, 4, 4]","Serum, Sunscreen","Custom Care, Pore Care","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[3, 1, 2, 4, 4, 4, 3, 4, 1, 3, 4, 1, 4, 4]","Booster, Serum","Balancing, Custom Care","Panthenol, Allantoin, Niacinamide, Ceramide"
"[4, 1, 4, 4, 1, 4, 1, 1, 1, 1, 2, 1, 3, 4]","Serum, Calming Mask","Balancing, Calming","Panthenol, Allantoin, Niacinamide, Glycol"
"[2, 3, 2, 3, 1, 3, 3, 2, 4, 4, 3, 1, 4, 2]","Sunscreen, Cleanser","Balanced, Acne Free","Allantoin, Niacinamide, Salicylic Acid, Water"
"[2, 1, 1, 2, 2, 1, 4, 3, 2, 4, 2, 3, 4, 4]","Sunscreen, Cleanser","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 3, 1, 1, 3, 2, 1, 3, 2, 4, 4, 3, 3, 1]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Salicylic Acid, Glycerin, Panthenol"
"[2, 1, 1, 4, 4, 1, 4, 3, 2, 2, 1, 2, 2, 1]","Sunscreen, Booster","Pore Care, Balancing","Panthenol, Niacinamide, Salicylic Acid, Ceramide"
"[4, 2, 2, 4, 3, 3, 2, 2, 2, 1, 3, 2, 3, 3]","Sunscreen, Serum","Protective, Balancing","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[3, 1, 4, 4, 2, 1, 1, 4, 3, 3, 4, 4, 4, 2]","Sunscreen, Serum","Balanced Hydration, Balancing","Allantoin, Panthenol, Water, Ceramide"
"[3, 2, 1, 4, 1, 1, 4, 2, 4, 1, 3, 3, 1, 4]","Sunscreen, Serum","UV Protection, Balancing","Allantoin, Panthenol, Water, Salicylic Acid"
"[4, 3, 2, 4, 4, 1, 3, 2, 4, 3, 1, 1, 2, 1]","Serum, Sunscreen","Balancing, Acne Free","Panthenol, Allantoin, Niacinamide, Ceramide"
"[4, 2, 2, 4, 1, 3, 3, 2, 2, 4, 2, 3, 4, 1]","Serum, Spot Treatment","Balancing, Soothing","Panthenol, Niacinamide, Ceramide, Allantoin"
"[2, 2, 4, 1, 4, 1, 4, 3, 4, 3, 4, 1, 1, 1]","Sunscreen, Booster","Pore Care, Hydrating","Salicylic Acid, Panthenol, Allantoin, Niacinamide"
"[4, 4, 4, 1, 2, 2, 2, 4, 3, 4, 4, 1, 1, 1]","Serum, Mask","Balancing, Hydrating","Panthenol, Salicylic Acid, Niacinamide, Glycol"
"[1, 3, 2, 1, 3, 4, 3, 1, 3, 3, 1, 2, 4, 3]","Sunscreen, Moisturizer","Hydrating, Protective","Allantoin, Panthenol, Niacinamide, Cica"
"[4, 2, 3, 2, 2, 1, 3, 2, 4, 4, 4, 3, 1, 4]","Serum, Sunscreen","Balancing, Soothing","Panthenol, Allantoin, Glycol, Salicylic Acid"
"[1, 1, 2, 3, 2, 4, 2, 2, 3, 2, 1, 2, 2, 4]","Serum, Toner","Balancing, Acne Free","Panthenol, Niacinamide, Cica, Glycerin"
"[3, 3, 2, 4, 1, 2, 3, 3, 3, 2, 1, 3, 1, 2]","Sunscreen, Serum","Balanced, Balanced Hydration","Allantoin, Niacinamide, Cica, Panthenol"
"[2, 3, 3, 1, 2, 4, 4, 1, 4, 3, 4, 3, 2, 4]","Booster, Serum","Balancing, Balanced","Panthenol, Allantoin, Niacinamide, Cica"
"[1, 3, 2, 1, 4, 4, 1, 1, 2, 2, 1, 1, 1, 2]","Moisturizer, Calming Mask","Hydrating, Acne Free","Allantoin, Niacinamide, Panthenol, Glycerin"
"[2, 1, 4, 1, 2, 3, 1, 4, 3, 3, 2, 1, 4, 4]","Serum, Cleanser","Pore Care, Soothing","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[2, 3, 1, 2, 4, 2, 3, 1, 2, 1, 1, 4, 4, 2]","Sunscreen, Cleanser","Oil Control, Pore Care","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[3, 3, 4, 3, 3, 3, 3, 3, 1, 2, 1, 3, 2, 3]","Sunscreen, Essence","Protective, Balanced","Niacinamide, Allantoin, Water, Ceramide"
"[4, 3, 3, 4, 1, 1, 2, 3, 4, 3, 4, 3, 2, 3]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Panthenol, Niacinamide, Cica"
"[1, 2, 3, 4, 4, 2, 1, 4, 2, 2, 2, 4, 2, 2]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Niacinamide, Allantoin, Glycerin"
"[2, 4, 3, 1, 3, 1, 4, 3, 4, 3, 3, 3, 3, 1]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[4, 4, 3, 4, 1, 4, 2, 3, 3, 3, 4, 4, 4, 1]","Serum, Sunscreen","Balancing, Custom Care","Panthenol, Allantoin, Ceramide, Niacinamide"
"[1, 3, 3, 1, 4, 3, 2, 1, 4, 4, 4, 1, 2, 2]","Booster, Moisturizer","Hydrating, Acne Free","Allantoin, Panthenol, Ceramide, Glycerin"
"[4, 1, 3, 3, 4, 3, 1, 3, 1, 3, 1, 1, 4, 1]","Sunscreen, Moisturizer","Balancing, Hydrating","Panthenol, Niacinamide, Allantoin, Ceramide"
"[3, 4, 4, 2, 2, 3, 4, 2, 1, 3, 2, 4, 4, 2]","Sunscreen, Essence","Soothing, Balanced Hydration","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[1, 3, 2, 3, 3, 3, 4, 4, 2, 4, 4, 1, 3, 1]","Moisturizer, Sunscreen","Hydrating, Balanced","Niacinamide, Ceramide, Panthenol, Glycerin"
"[3, 1, 4, 4, 2, 1, 1, 3, 4, 3, 2, 1, 3, 1]","Sunscreen, Essence","Soothing, UV Protection","Allantoin, Niacinamide, Water, Salicylic Acid"
"[2, 4, 1, 1, 1, 2, 1, 3, 3, 3, 3, 2, 3, 4]","Sunscreen, Serum","Balanced, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[1, 1, 4, 3, 1, 1, 4, 1, 3, 2, 4, 4, 2, 4]","Sunscreen, Booster","Balancing, Calming","Allantoin, Panthenol, Ceramide, Niacinamide"
"[3, 3, 2, 3, 4, 1, 4, 4, 4, 4, 2, 1, 1, 1]","Sunscreen, Booster","Custom Care, Acne Free","Allantoin, Water, Panthenol, Niacinamide"
"[1, 4, 2, 4, 3, 1, 4, 3, 4, 2, 3, 2, 3, 1]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Ceramide, Panthenol, Glycerin"
"[4, 1, 1, 4, 1, 1, 4, 2, 1, 2, 4, 4, 2, 3]","Sunscreen, Serum","Balancing, Protective","Panthenol, Niacinamide, Ceramide, Allantoin"
"[3, 1, 2, 2, 3, 1, 3, 2, 1, 2, 1, 1, 3, 4]","Sunscreen, Serum","Acne Free, Protective","Niacinamide, Panthenol, Water, Allantoin"
"[1, 4, 4, 3, 2, 3, 1, 3, 4, 4, 4, 3, 4, 4]","Sunscreen, Moisturizer","Balancing, Balanced","Ceramide, Niacinamide, Allantoin, Panthenol"
"[2, 4, 1, 3, 1, 1, 2, 3, 4, 1, 1, 2, 2, 1]","Sunscreen, Cleanser","UV Protection, Pore Care","Allantoin, Salicylic Acid, Niacinamide, Water"
"[3, 3, 1, 3, 1, 3, 1, 2, 4, 2, 1, 4, 4, 2]","Sunscreen, Essence","Protective, Balanced Hydration","Allantoin, Water, Cica, Panthenol"
"[3, 4, 4, 2, 3, 1, 4, 3, 2, 1, 1, 2, 2, 2]","Sunscreen, Mask","Balanced Hydration, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[2, 3, 3, 3, 3, 2, 4, 2, 3, 3, 3, 2, 2, 2]","Sunscreen, Serum","Balanced, Acne Prevention","Niacinamide, Allantoin, Panthenol, Cica"
"[1, 3, 2, 3, 4, 1, 4, 2, 2, 3, 1, 4, 2, 3]","Sunscreen, Booster","Balancing, Custom Care","Allantoin, Panthenol, Niacinamide, Water"
"[4, 1, 2, 1, 1, 4, 3, 4, 2, 4, 2, 1, 1, 3]","Serum, Calming Mask","Acne Free, Calming","Niacinamide, Panthenol, Allantoin, Glycol"
"[2, 1, 3, 3, 4, 4, 1, 2, 1, 3, 4, 2, 4, 1]","Sunscreen, Booster","Pore Care, Acne Prevention","Panthenol, Allantoin, Glycerin, Ceramide"
"[4, 1, 1, 3, 2, 1, 3, 1, 2, 2, 3, 2, 3, 1]","Sunscreen, Serum","Balancing, Balanced","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[4, 2, 4, 4, 3, 1, 3, 2, 3, 1, 4, 3, 1, 2]","Serum, Sunscreen","Balancing, UV Protection","Panthenol, Allantoin, Salicylic Acid, Ceramide"
"[3, 3, 3, 3, 4, 3, 3, 2, 4, 2, 3, 1, 4, 4]","Sunscreen, Serum","Balanced, Balancing","Allantoin, Water, Panthenol, Niacinamide"
"[2, 1, 4, 4, 2, 3, 2, 1, 2, 4, 1, 3, 1, 1]","Cleanser, Calming Mask","Pore Care, Calming","Salicylic Acid, Niacinamide, Ceramide, Panthenol"
"[4, 2, 4, 3, 2, 2, 3, 4, 3, 4, 4, 4, 1, 1]","Serum, Sunscreen","Balancing, Custom Care","Panthenol, Allantoin, Glycol, Salicylic Acid"
"[3, 1, 3, 1, 1, 1, 4, 2, 1, 3, 2, 4, 3, 2]","Sunscreen, Essence","Balanced Hydration, Hydrating","Allantoin, Panthenol, Water, Niacinamide"
"[4, 2, 2, 2, 3, 1, 2, 1, 1, 4, 3, 1, 2, 4]","Cleanser, Sunscreen","Balancing, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Glycol"
"[4, 2, 3, 2, 3, 1, 3, 1, 1, 1, 3, 4, 3, 4]","Sunscreen, Serum","Balancing, Protective","Niacinamide, Allantoin, Panthenol, Glycol"
"[3, 4, 4, 3, 1, 1, 4, 2, 3, 1, 3, 4, 3, 3]","Sunscreen, Mask","UV Protection, Custom Care","Allantoin, Niacinamide, Water, Salicylic Acid"
"[1, 4, 4, 3, 1, 2, 4, 4, 1, 2, 1, 2, 4, 3]","Sunscreen, Moisturizer","Hydrating, Custom Care","Niacinamide, Panthenol, Allantoin, Cica"
"[2, 2, 1, 1, 3, 2, 3, 2, 4, 3, 1, 3, 4, 2]","Sunscreen, Serum","Pore Care, Minimal Care","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[1, 4, 3, 3, 2, 3, 4, 4, 4, 3, 2, 3, 2, 2]","Sunscreen, Booster","Balancing, Soothing","Allantoin, Panthenol, Ceramide, Niacinamide"
"[1, 4, 4, 4, 4, 3, 2, 3, 4, 3, 2, 2, 2, 4]","Sunscreen, Mask","Balancing, Hydrating","Panthenol, Ceramide, Salicylic Acid, Allantoin"
"[3, 3, 4, 2, 3, 3, 3, 3, 3, 3, 3, 4, 2, 3]","Sunscreen, Essence","Protective, Balanced","Niacinamide, Allantoin, Salicylic Acid, Retinol"
"[3, 2, 1, 3, 2, 4, 2, 1, 1, 3, 4, 2, 3, 2]","Sunscreen, Booster","Balanced Hydration, Acne Free","Allantoin, Panthenol, Salicylic Acid, Water"
"[4, 2, 1, 4, 1, 4, 1, 4, 4, 3, 3, 4, 1, 2]","Sunscreen, Serum","Balancing, Calming","Allantoin, Panthenol, Glycol, Salicylic Acid"
"[1, 1, 3, 1, 2, 3, 3, 4, 4, 1, 4, 4, 2, 3]","Sunscreen, Serum","Protective, Hydrating","Panthenol, Ceramide, Allantoin, Glycerin"
"[3, 1, 4, 3, 2, 2, 2, 2, 2, 1, 1, 3, 1, 2]","Sunscreen, Serum","Balanced Hydration, Soothing","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[2, 2, 1, 3, 3, 2, 4, 4, 1, 3, 2, 3, 2, 4]","Sunscreen, Booster","Balancing, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 2, 4, 2, 4, 4, 3, 2, 1, 4, 1, 2, 4, 4]","Serum, Booster","Balancing, Custom Care","Panthenol, Salicylic Acid, Glycol, Cica"
"[2, 1, 3, 3, 2, 2, 3, 4, 3, 1, 1, 1, 4, 4]","Serum, Sunscreen","Pore Care, Balancing","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 3, 2, 3, 3, 3, 1, 2, 3, 4, 2, 3, 1, 3]","Sunscreen, Moisturizer","Protective, Balanced","Niacinamide, Allantoin, Bakuchiol, Salicylic Acid"
"[1, 4, 3, 1, 1, 2, 1, 2, 3, 3, 2, 4, 4, 2]","Sunscreen, Serum","Hydrating, Soothing","Allantoin, Glycerin, Niacinamide, Cica"
"[1, 4, 1, 1, 4, 2, 4, 2, 1, 3, 2, 1, 4, 4]","Sunscreen, Moisturizer","Hydrating, Acne Free","Panthenol, Glycerin, Niacinamide, Salicylic Acid"
"[2, 1, 3, 1, 1, 4, 1, 4, 3, 1, 2, 1, 1, 1]","Cleanser, Serum","Custom Care, Pore Care","Allantoin, Niacinamide, Cica, Glycerin"
"[4, 4, 1, 2, 2, 3, 1, 2, 1, 4, 2, 2, 2, 3]","Serum, Sunscreen","Soothing, Balancing","Panthenol, Niacinamide, Salicylic Acid, Ceramide"
"[4, 4, 2, 4, 1, 2, 4, 2, 4, 2, 1, 2, 3, 2]","Sunscreen, Serum","Balancing, Pore Care","Panthenol, Niacinamide, Cica, Allantoin"
"[1, 4, 1, 1, 1, 1, 3, 4, 2, 4, 1, 3, 2, 3]","Sunscreen, Calming Mask","Hydrating, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[4, 2, 4, 4, 1, 2, 3, 2, 3, 2, 1, 1, 4, 2]","Serum, Sunscreen","Balancing, Pore Care","Panthenol, Salicylic Acid, Allantoin, Niacinamide"
"[1, 3, 1, 4, 4, 3, 2, 2, 3, 2, 4, 3, 2, 2]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Ceramide, Allantoin, Salicylic Acid"
"[1, 3, 3, 4, 2, 2, 1, 4, 2, 1, 3, 4, 4, 3]","Sunscreen, Moisturizer","Balanced, Oil Control","Allantoin, Niacinamide, Panthenol, Glycerin"
"[3, 2, 2, 3, 3, 4, 1, 3, 3, 4, 4, 3, 1, 4]","Sunscreen, Spot Treatment","Balancing, Custom Care","Niacinamide, Allantoin, Panthenol, Water"
"[2, 1, 3, 4, 1, 3, 4, 4, 1, 4, 4, 2, 3, 3]","Booster, Toner","Pore Care, Acne Prevention","Panthenol, Niacinamide, Ceramide, Cica"
"[3, 1, 1, 4, 4, 4, 1, 3, 3, 1, 3, 2, 3, 3]","Sunscreen, Toner","Custom Care, Balanced","Niacinamide, Panthenol, Allantoin, Bakuchiol"
"[2, 4, 4, 3, 4, 1, 4, 3, 4, 1, 4, 3, 2, 3]","Sunscreen, Booster","Balancing, UV Protection","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[2, 3, 1, 3, 4, 4, 2, 4, 3, 4, 4, 4, 3, 2]","Sunscreen, Booster","Custom Care, Balanced","Allantoin, Panthenol, Salicylic Acid, Niacinamide"
"[1, 4, 4, 4, 2, 4, 2, 4, 4, 2, 3, 2, 1, 1]","Sunscreen, Moisturizer","Hydrating, Custom Care","Panthenol, Ceramide, Niacinamide, Salicylic Acid"
"[3, 3, 3, 3, 4, 3, 4, 4, 3, 1, 3, 2, 4, 3]","Sunscreen, Booster","Custom Care, Balanced","Allantoin, Panthenol, Water, Cica"
"[3, 3, 2, 2, 2, 3, 3, 4, 1, 2, 2, 1, 2, 1]","Essence, Moisturizer","Acne Free, Soothing","Niacinamide, Allantoin, Panthenol, Ceramide"
"[3, 4, 4, 3, 4, 4, 3, 4, 1, 1, 4, 3, 4, 3]","Sunscreen, Booster","Custom Care, Balancing","Allantoin, Panthenol, Niacinamide, Water"
"[4, 4, 1, 1, 2, 4, 4, 4, 3, 4, 1, 1, 1, 2]","Serum, Booster","Custom Care, Acne Free","Panthenol, Salicylic Acid, Glycol, Niacinamide"
"[4, 4, 3, 1, 3, 1, 1, 4, 2, 1, 4, 2, 2, 1]","Sunscreen, Booster","Balancing, Acne Prevention","Panthenol, Niacinamide, Glycerin, Glycol"
"[2, 4, 1, 1, 2, 1, 3, 4, 3, 1, 3, 1, 1, 2]","Sunscreen, Serum","Pore Care, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[3, 3, 2, 2, 4, 3, 4, 4, 2, 4, 4, 4, 3, 3]","Booster, Sunscreen","Custom Care, Protective","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[4, 3, 2, 3, 1, 4, 4, 1, 3, 1, 4, 4, 3, 1]","Sunscreen, Booster","Balancing, Custom Care","Allantoin, Panthenol, Niacinamide, Cica"
"[3, 3, 2, 4, 2, 1, 4, 2, 4, 4, 3, 3, 4, 3]","Sunscreen, Serum","Balanced, Soothing","Allantoin, Niacinamide, Panthenol, Water"
"[4, 1, 3, 2, 1, 3, 2, 4, 2, 2, 3, 2, 4, 2]","Sunscreen, Cleanser","Acne Prevention, Oil Control","Niacinamide, Panthenol, Cica, Salicylic Acid"
"[2, 4, 2, 4, 4, 3, 3, 2, 3, 2, 1, 3, 4, 1]","Serum, Sunscreen","Pore Care, Custom Care","Niacinamide, Panthenol, Ceramide, Salicylic Acid"
"[1, 4, 3, 1, 3, 2, 2, 1, 1, 3, 4, 1, 2, 4]","Sunscreen, Moisturizer","Hydrating, Balancing","Niacinamide, Panthenol, Glycerin, Ceramide"
"[2, 1, 1, 3, 3, 2, 3, 1, 2, 3, 3, 2, 3, 2]","Sunscreen, Cleanser","Pore Care, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[4, 4, 3, 2, 4, 1, 1, 2, 4, 3, 1, 1, 3, 2]","Sunscreen, Serum","UV Protection, Balancing","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[1, 2, 3, 4, 3, 3, 4, 2, 1, 2, 4, 1, 1, 2]","Serum, Sunscreen","Protective, Hydrating","Ceramide, Panthenol, Niacinamide, Glycerin"
"[2, 2, 4, 3, 4, 2, 3, 2, 3, 2, 3, 3, 3, 1]","Sunscreen, Serum","Balanced, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Retinol"
"[2, 4, 4, 4, 1, 4, 2, 1, 4, 3, 3, 2, 3, 4]","Sunscreen, Cleanser","Pore Care, Balancing","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[2, 3, 2, 2, 4, 2, 1, 3, 2, 1, 2, 1, 2, 1]","Cleanser, Moisturizer","Oil Control, Balanced","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 1, 4, 3, 1, 1, 3, 3, 1, 3, 3, 3, 4, 3]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Water"
"[3, 1, 3, 1, 2, 2, 4, 2, 3, 4, 3, 2, 2, 3]","Serum, Sunscreen","Acne Prevention, Soothing","Panthenol, Niacinamide, Cica, Water"
"[3, 2, 1, 4, 1, 1, 3, 3, 1, 4, 2, 3, 2, 2]","Sunscreen, Essence","Balanced Hydration, Balancing","Allantoin, Water, Salicylic Acid, Ceramide"
"[4, 4, 2, 2, 3, 3, 3, 4, 3, 2, 4, 1, 3, 3]","Sunscreen, Serum","Protective, Balancing","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[4, 4, 1, 4, 2, 2, 1, 2, 4, 2, 1, 4, 3, 4]","Sunscreen, Serum","Balancing, Soothing","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[3, 4, 3, 4, 3, 1, 4, 3, 4, 4, 3, 4, 4, 3]","Sunscreen, Serum","Protective, UV Protection","Allantoin, Niacinamide, Water, Panthenol"
"[2, 3, 3, 2, 1, 4, 3, 2, 3, 1, 3, 4, 1, 1]","Serum, Sunscreen","Balanced, Calming","Allantoin, Niacinamide, Cica, Salicylic Acid"
"[4, 3, 2, 2, 3, 3, 1, 4, 4, 3, 4, 1, 2, 4]","Sunscreen, Booster","Balancing, Acne Free","Panthenol, Niacinamide, Glycol, Allantoin"
"[3, 3, 1, 1, 2, 4, 2, 2, 3, 2, 4, 1, 3, 1]","Sunscreen, Serum","Acne Free, Balanced","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[1, 4, 2, 3, 1, 1, 3, 4, 4, 1, 3, 2, 1, 1]","Sunscreen, Moisturizer","UV Protection, Hydrating","Allantoin, Niacinamide, Water, Cica"
"[3, 1, 4, 3, 4, 4, 1, 2, 1, 2, 3, 4, 3, 1]","Sunscreen, Moisturizer","Custom Care, Hydrating","Niacinamide, Allantoin, Panthenol, Glycerin"
"[3, 3, 3, 2, 2, 2, 4, 4, 1, 2, 4, 2, 3, 1]","Moisturizer, Sunscreen","Balanced, Acne Prevention","Panthenol, Niacinamide, Ceramide, Allantoin"
"[2, 4, 3, 1, 2, 2, 4, 3, 2, 3, 2, 2, 4, 4]","Sunscreen, Serum","Pore Care, Acne Prevention","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 3, 3, 3, 3, 2, 3, 1, 2, 1, 4, 4, 4, 1]","Sunscreen, Cleanser","Balancing, Protective","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[2, 2, 3, 1, 4, 2, 4, 4, 1, 2, 3, 2, 2, 4]","Booster, Sunscreen","Custom Care, Pore Care","Panthenol, Niacinamide, Salicylic Acid, Cica"
"[3, 2, 1, 3, 2, 3, 3, 4, 3, 2, 1, 4, 2, 4]","Sunscreen, Serum","Balancing, Protective","Panthenol, Allantoin, Water, Salicylic Acid"
"[2, 4, 4, 1, 1, 4, 2, 1, 1, 3, 3, 1, 2, 2]","Cleanser, Sunscreen","Pore Care, Hydrating","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[4, 1, 3, 3, 1, 3, 3, 2, 1, 1, 1, 4, 2, 1]","Serum, Sunscreen","Balancing, Protective","Panthenol, Allantoin, Cica, Ceramide"
"[1, 2, 4, 3, 1, 2, 2, 1, 1, 2, 3, 4, 2, 3]","Sunscreen, Moisturizer","Protective, Hydrating","Allantoin, Niacinamide, Salicylic Acid, Glycerin"
"[1, 4, 4, 3, 1, 2, 2, 1, 1, 4, 3, 1, 3, 2]","Sunscreen, Moisturizer","Hydrating, Calming","Niacinamide, Salicylic Acid, Allantoin, Glycerin"
"[4, 4, 3, 3, 2, 4, 4, 4, 4, 3, 4, 1, 2, 4]","Booster, Serum","Balancing, Custom Care","Panthenol, Glycol, Allantoin, Niacinamide"
"[2, 2, 3, 2, 2, 4, 3, 2, 3, 3, 3, 1, 2, 3]","Serum, Cleanser","Pore Care, Soothing","Niacinamide, Salicylic Acid, Panthenol, Retinol"
"[3, 4, 1, 1, 3, 3, 4, 1, 2, 2, 1, 3, 4, 1]","Sunscreen, Essence","Protective, Hydrating","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[1, 3, 2, 3, 2, 1, 4, 3, 4, 4, 3, 2, 3, 4]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Niacinamide, Panthenol, Water"
"[2, 1, 4, 4, 2, 1, 4, 1, 2, 2, 2, 3, 2, 2]","Sunscreen, Cleanser","Pore Care, Balancing","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[1, 2, 2, 3, 2, 2, 3, 3, 2, 1, 3, 2, 3, 2]","Sunscreen, Spot Treatment","Balanced, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
