Jawaban,Produk,Fitur,Bahan
"[2, 2, 1, 4, 3, 4, 2, 2, 1, 2, 1, 1, 1, 3]","Sunscreen, Cleanser","Acne Free, Protective","Salicylic Acid, Niacinamide, Panthenol, Ceramide"
"[1, 2, 4, 1, 1, 3, 1, 4, 4, 4, 1, 3, 1, 1]","Moisturizer, Calming Mask","Hydrating, Calming","Glycerin, Ceramide, Panthenol, Cica"
"[3, 4, 1, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2]","Sunscreen, Essence","Balanced Hydration, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 3, 1, 3, 3, 2, 3, 1, 3, 1, 2, 1, 3, 2]","Sunscreen, Essence","Balanced Hydration, Balanced","Allantoin, Niacinamide, Water, Salicylic Acid"
"[4, 2, 1, 4, 3, 4, 2, 4, 1, 2, 4, 2, 2, 2]","Sunscreen, Booster","Balancing, Acne Free","Panthenol, Salicylic Acid, Ceramide, Glycol"
"[4, 4, 3, 4, 2, 4, 3, 2, 2, 4, 2, 3, 3, 2]","Serum, Sunscreen","Soothing, Balancing","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[3, 4, 4, 1, 4, 2, 1, 4, 4, 4, 2, 4, 4, 3]","Sunscreen, Essence","Custom Care, Protective","Allantoin, Niacinamide, Panthenol, Water"
"[1, 2, 1, 1, 3, 2, 4, 3, 4, 1, 4, 3, 1, 2]","Sunscreen, Booster","Hydrating, Balanced","Niacinamide, Allantoin, Panthenol, Glycerin"
"[2, 1, 1, 2, 2, 1, 4, 4, 1, 1, 2, 4, 2, 1]","Sunscreen, Booster","Pore Care, Soothing","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[3, 2, 4, 2, 4, 2, 2, 2, 1, 2, 3, 3, 1, 1]","Sunscreen, Cleanser","Oil Control, Hydrating","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 1, 4, 4, 2, 3, 4, 3, 2, 1, 3, 4, 1, 1]","Sunscreen, Cleanser","Pore Care, Protective","Niacinamide, Salicylic Acid, Ceramide, Panthenol"
"[3, 1, 3, 2, 4, 1, 2, 1, 3, 4, 4, 3, 3, 3]","Sunscreen, Serum","Custom Care, Balanced","Niacinamide, Allantoin, Water, Cica"
"[2, 1, 3, 1, 2, 4, 2, 4, 1, 4, 3, 3, 4, 2]","Sunscreen, Cleanser","Pore Care, Hydrating","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[3, 4, 2, 3, 4, 2, 4, 1, 2, 3, 1, 3, 3, 4]","Sunscreen, Booster","Balancing, Custom Care","Niacinamide, Allantoin, Panthenol, Water"
"[2, 4, 2, 2, 2, 1, 4, 1, 3, 3, 3, 3, 4, 2]","Sunscreen, Cleanser","Pore Care, Custom Care","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 3, 2, 1, 2, 1, 1, 2, 4, 3, 3, 2, 2, 1]","Sunscreen, Moisturizer","Balanced, Hydrating","Allantoin, Panthenol, Water, Glycerin"
"[2, 1, 4, 2, 2, 1, 4, 2, 1, 3, 1, 2, 1, 4]","Serum, Cleanser","Pore Care, Soothing","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[3, 1, 3, 1, 2, 3, 3, 4, 4, 1, 1, 3, 3, 3]","Sunscreen, Serum","Protective, UV Protection","Niacinamide, Panthenol, Allantoin, Water"
"[3, 3, 3, 3, 3, 3, 3, 1, 3, 4, 2, 3, 2, 3]","Sunscreen, Essence","Protective, Balanced","Allantoin, Niacinamide, Water, Cica"
"[4, 1, 3, 1, 4, 1, 1, 3, 4, 2, 1, 2, 4, 3]","Sunscreen, Serum","Acne Prevention, UV Protection","Panthenol, Niacinamide, Cica, Allantoin"
"[1, 4, 1, 1, 1, 1, 4, 2, 3, 3, 1, 1, 4, 2]","Sunscreen, Calming Mask","Hydrating, Acne Free","Allantoin, Panthenol, Salicylic Acid, Glycerin"
"[1, 1, 2, 3, 1, 1, 2, 4, 4, 4, 2, 2, 1, 3]","Sunscreen, Toner","Acne Free, Calming","Allantoin, Niacinamide, Water, Cica"
"[4, 4, 2, 4, 2, 3, 4, 2, 3, 2, 2, 3, 4, 4]","Serum, Sunscreen","Balancing, Soothing","Panthenol, Niacinamide, Glycol, Ceramide"
"[2, 4, 4, 1, 1, 3, 2, 3, 1, 3, 2, 3, 3, 3]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Glycerin"
"[1, 4, 3, 2, 4, 3, 3, 4, 3, 4, 3, 2, 4, 2]","Serum, Sunscreen","Custom Care, Acne Prevention","Niacinamide, Panthenol, Ceramide, Salicylic Acid"
"[3, 1, 4, 4, 4, 4, 1, 1, 2, 3, 1, 3, 2, 3]","Booster, Sunscreen","Balancing, Custom Care","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[2, 3, 4, 3, 4, 1, 2, 1, 4, 1, 4, 3, 3, 2]","Sunscreen, Cleanser","Balanced, UV Protection","Allantoin, Salicylic Acid, Niacinamide, Water"
"[1, 3, 3, 2, 2, 4, 2, 1, 2, 1, 4, 4, 2, 1]","Moisturizer, Cleanser","Hydrating, Oil Control","Allantoin, Panthenol, Ceramide, Salicylic Acid"
"[2, 2, 1, 4, 3, 3, 1, 4, 4, 4, 1, 1, 2, 2]","Sunscreen, Cleanser","Pore Care, Acne Free","Salicylic Acid, Panthenol, Niacinamide, Ceramide"
"[2, 3, 4, 3, 1, 4, 1, 3, 4, 3, 3, 3, 1, 3]","Sunscreen, Moisturizer","Balanced, Calming","Allantoin, Niacinamide, Salicylic Acid, Water"
"[2, 1, 2, 3, 2, 1, 4, 1, 1, 1, 2, 3, 2, 4]","Sunscreen, Serum","Balancing, Pore Care","Allantoin, Niacinamide, Panthenol, Water"
"[3, 1, 3, 2, 2, 4, 2, 3, 3, 4, 3, 2, 3, 1]","Serum, Sunscreen","Balanced, Acne Prevention","Niacinamide, Panthenol, Cica, Salicylic Acid"
"[2, 4, 3, 3, 4, 4, 3, 3, 1, 2, 3, 2, 2, 4]","Sunscreen, Serum","Balancing, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[4, 4, 2, 2, 2, 1, 3, 3, 3, 3, 2, 1, 2, 4]","Serum, Sunscreen","Balancing, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 2, 2, 2, 2, 1, 3, 4, 3, 1, 1, 4, 4, 4]","Serum, Sunscreen","UV Protection, Custom Care","Allantoin, Panthenol, Water, Salicylic Acid"
"[1, 3, 4, 1, 2, 4, 4, 2, 1, 3, 1, 3, 1, 2]","Moisturizer, Sunscreen","Hydrating, Balanced","Panthenol, Allantoin, Glycerin, Ceramide"
"[4, 4, 1, 2, 1, 2, 4, 1, 2, 3, 4, 3, 3, 1]","Sunscreen, Cleanser","Oil Control, Balancing","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[4, 1, 2, 3, 1, 2, 3, 2, 3, 1, 4, 1, 1, 4]","Serum, Sunscreen","Balancing, Acne Free","Panthenol, Niacinamide, Allantoin, Glycol"
"[2, 3, 4, 4, 4, 4, 3, 1, 1, 3, 4, 1, 3, 3]","Booster, Sunscreen","Balanced, Balancing","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 2, 2, 3, 1, 2, 1, 2, 2, 1, 4, 3, 1, 4]","Sunscreen, Cleanser","Balancing, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 2, 4, 1, 3, 4, 1, 1, 2, 2, 3, 2, 2, 4]","Sunscreen, Booster","Protective, Balancing","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[3, 3, 4, 2, 2, 4, 3, 3, 4, 3, 1, 1, 4, 2]","Sunscreen, Cleanser","Balanced Hydration, Balanced","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[2, 4, 1, 1, 3, 2, 3, 2, 2, 4, 3, 1, 3, 2]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[4, 3, 2, 2, 3, 2, 4, 3, 1, 1, 3, 3, 1, 4]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Allantoin, Glycol"
"[2, 2, 4, 1, 2, 1, 1, 1, 4, 3, 4, 1, 3, 1]","Sunscreen, Cleanser","Pore Care, Hydrating","Salicylic Acid, Allantoin, Niacinamide, Glycerin"
"[3, 4, 2, 1, 1, 1, 3, 2, 1, 4, 2, 2, 4, 2]","Sunscreen, Essence","Balanced Hydration, Hydrating","Allantoin, Panthenol, Water, Niacinamide"
"[3, 4, 1, 2, 2, 3, 1, 4, 2, 2, 4, 2, 3, 3]","Sunscreen, Essence","Protective, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Ceramide"
"[2, 1, 1, 1, 2, 2, 4, 4, 1, 1, 3, 4, 1, 2]","Sunscreen, Booster","Pore Care, Hydrating","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 4, 1, 4, 1, 1, 3, 2, 4, 1, 2, 3, 3, 2]","Sunscreen, Serum","UV Protection, Pore Care","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[3, 3, 1, 2, 1, 2, 4, 3, 1, 4, 3, 4, 3, 4]","Sunscreen, Moisturizer","Balanced, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[4, 2, 1, 1, 2, 1, 4, 4, 2, 4, 2, 2, 2, 1]","Booster, Serum","Balancing, Hydrating","Panthenol, Salicylic Acid, Glycol, Glycerin"
"[3, 2, 1, 4, 4, 2, 3, 2, 2, 1, 1, 2, 1, 1]","Sunscreen, Serum","Oil Control, Balanced Hydration","Panthenol, Allantoin, Salicylic Acid, Cica"
"[1, 2, 4, 2, 2, 4, 4, 2, 4, 4, 1, 1, 2, 3]","Booster, Cleanser","Soothing, Custom Care","Panthenol, Salicylic Acid, Niacinamide, Glycerin"
"[1, 2, 1, 4, 3, 4, 2, 3, 1, 4, 4, 4, 2, 1]","Sunscreen, Moisturizer","Hydrating, Balancing","Ceramide, Panthenol, Glycerin, Salicylic Acid"
"[1, 2, 4, 2, 4, 4, 3, 4, 4, 4, 3, 1, 2, 2]","Booster, Sunscreen","Custom Care, Hydrating","Salicylic Acid, Panthenol, Niacinamide, Allantoin"
"[4, 3, 3, 3, 1, 1, 3, 2, 1, 2, 3, 2, 1, 2]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Cica, Panthenol, Water"
"[4, 3, 3, 2, 3, 4, 4, 4, 2, 1, 4, 4, 3, 1]","Sunscreen, Booster","Custom Care, Balancing","Panthenol, Niacinamide, Allantoin, Glycol"
"[1, 4, 4, 3, 3, 4, 4, 2, 3, 3, 4, 4, 4, 4]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Allantoin, Ceramide, Niacinamide"
"[2, 2, 4, 1, 1, 1, 2, 4, 1, 4, 1, 1, 4, 1]","Cleanser, Calming Mask","Hydrating, Pore Care","Salicylic Acid, Glycerin, Panthenol, Allantoin"
"[2, 3, 4, 3, 3, 4, 1, 3, 2, 4, 1, 1, 4, 4]","Sunscreen, Cleanser","Balanced, Balancing","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 4, 3, 4, 4, 2, 3, 4, 3, 4, 2, 4, 1, 3]","Serum, Sunscreen","Custom Care, Pore Care","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[1, 2, 4, 3, 2, 3, 2, 1, 2, 3, 1, 1, 3, 3]","Sunscreen, Cleanser","Protective, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Ceramide"
"[3, 4, 2, 3, 4, 3, 3, 1, 4, 1, 4, 1, 1, 1]","Sunscreen, Essence","Acne Free, Balancing","Allantoin, Water, Niacinamide, Ceramide"
"[3, 4, 3, 1, 3, 4, 1, 1, 2, 3, 2, 1, 2, 2]","Sunscreen, Essence","Balanced Hydration, Pore Care","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[2, 3, 4, 1, 1, 1, 1, 1, 1, 3, 2, 2, 4, 2]","Sunscreen, Moisturizer","Hydrating, Calming","Allantoin, Glycerin, Cica, Salicylic Acid"
"[1, 3, 4, 2, 1, 3, 1, 3, 4, 2, 4, 1, 2, 2]","Sunscreen, Moisturizer","Balanced, Protective","Allantoin, Niacinamide, Ceramide, Salicylic Acid"
"[1, 4, 4, 2, 2, 4, 2, 1, 2, 1, 4, 3, 2, 3]","Cleanser, Booster","Oil Control, Balancing","Niacinamide, Salicylic Acid, Panthenol, Ceramide"
"[1, 2, 1, 2, 3, 2, 1, 2, 1, 4, 4, 4, 1, 4]","Sunscreen, Moisturizer","Hydrating, Oil Control","Glycerin, Ceramide, Salicylic Acid, Niacinamide"
"[4, 4, 1, 1, 2, 2, 3, 2, 1, 1, 2, 4, 4, 2]","Sunscreen, Serum","Soothing, Hydrating","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[4, 1, 4, 3, 4, 4, 4, 4, 4, 2, 2, 3, 1, 3]","Sunscreen, Booster","Custom Care, Balancing","Panthenol, Niacinamide, Allantoin, Glycol"
"[1, 3, 4, 1, 3, 4, 2, 1, 2, 2, 2, 3, 3, 1]","Sunscreen, Moisturizer","Hydrating, Balanced","Niacinamide, Glycerin, Allantoin, Salicylic Acid"
"[3, 3, 3, 2, 2, 2, 2, 2, 3, 1, 1, 4, 1, 2]","Serum, Sunscreen","Balanced Hydration, Oil Control","Allantoin, Cica, Panthenol, Salicylic Acid"
"[2, 2, 4, 4, 2, 4, 1, 3, 3, 3, 1, 2, 2, 2]","Serum, Sunscreen","Pore Care, Balancing","Panthenol, Salicylic Acid, Niacinamide, Bakuchiol"
"[1, 2, 2, 2, 1, 4, 2, 1, 2, 3, 2, 4, 2, 4]","Cleanser, Spot Treatment","Acne Free, Oil Control","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[3, 1, 4, 1, 4, 2, 2, 1, 2, 3, 1, 3, 2, 2]","Sunscreen, Booster","Balanced Hydration, Oil Control","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[4, 3, 2, 2, 4, 2, 4, 2, 4, 2, 4, 4, 3, 2]","Sunscreen, Booster","Balancing, Balanced","Panthenol, Niacinamide, Allantoin, Glycol"
"[4, 1, 2, 2, 4, 2, 4, 1, 2, 2, 4, 1, 4, 2]","Sunscreen, Cleanser","Oil Control, Balancing","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 2, 2, 2, 3, 1, 3, 2, 2, 4, 4, 1, 3, 1]","Serum, Cleanser","Balancing, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Ceramide"
"[2, 4, 3, 2, 1, 4, 2, 4, 1, 2, 2, 3, 3, 1]","Cleanser, Sunscreen","Pore Care, Custom Care","Niacinamide, Salicylic Acid, Cica, Allantoin"
"[4, 1, 4, 1, 2, 2, 3, 4, 4, 2, 2, 3, 1, 2]","Sunscreen, Serum","Soothing, Balancing","Panthenol, Niacinamide, Allantoin, Glycol"
"[1, 3, 3, 2, 1, 2, 2, 1, 3, 2, 3, 1, 1, 4]","Serum, Cleanser","Calming, Balanced","Niacinamide, Allantoin, Cica, Salicylic Acid"
"[4, 2, 3, 4, 4, 4, 1, 2, 1, 3, 3, 4, 1, 1]","Serum, Moisturizer","Balancing, Custom Care","Panthenol, Ceramide, Glycerin, Allantoin"
"[3, 3, 4, 4, 4, 3, 3, 4, 3, 1, 3, 1, 2, 2]","Serum, Booster","Custom Care, Balanced Hydration","Allantoin, Panthenol, Salicylic Acid, Ceramide"
"[1, 1, 4, 2, 1, 1, 3, 1, 2, 1, 4, 2, 1, 4]","Calming Mask, Toner","Calming, Oil Control","Allantoin, Cica, Niacinamide, Salicylic Acid"
"[4, 3, 3, 1, 2, 1, 2, 4, 3, 2, 4, 1, 4, 2]","Serum, Sunscreen","Balancing, Acne Free","Panthenol, Allantoin, Glycol, Salicylic Acid"
"[3, 2, 3, 4, 1, 4, 3, 3, 3, 3, 3, 1, 2, 1]","Serum, Sunscreen","Balancing, Custom Care","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[4, 3, 1, 1, 4, 4, 4, 2, 2, 3, 3, 4, 2, 1]","Sunscreen, Booster","Custom Care, Balancing","Panthenol, Allantoin, Salicylic Acid, Glycerin"
"[1, 1, 4, 3, 1, 4, 4, 3, 4, 3, 3, 3, 3, 2]","Sunscreen, Booster","Balanced, Custom Care","Niacinamide, Allantoin, Water, Panthenol"
"[1, 2, 4, 2, 4, 3, 2, 3, 3, 4, 1, 4, 3, 3]","Sunscreen, Cleanser","Protective, Custom Care","Salicylic Acid, Niacinamide, Ceramide, Panthenol"
"[4, 3, 1, 4, 4, 4, 4, 1, 2, 3, 1, 2, 1, 3]","Sunscreen, Booster","Custom Care, Balancing","Panthenol, Allantoin, Cica, Salicylic Acid"
"[4, 2, 3, 2, 3, 3, 3, 2, 2, 2, 3, 3, 1, 4]","Serum, Sunscreen","Protective, Balancing","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[1, 4, 4, 1, 3, 3, 3, 4, 2, 2, 2, 2, 3, 1]","Sunscreen, Moisturizer","Hydrating, Protective","Niacinamide, Glycerin, Ceramide, Salicylic Acid"
"[4, 3, 1, 3, 2, 3, 1, 4, 2, 2, 1, 1, 4, 2]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[2, 4, 3, 2, 4, 4, 1, 3, 1, 2, 1, 3, 2, 1]","Booster, Moisturizer","Pore Care, Custom Care","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[1, 1, 4, 3, 4, 3, 3, 2, 2, 3, 4, 4, 1, 1]","Sunscreen, Moisturizer","Hydrating, Balancing","Ceramide, Allantoin, Panthenol, Glycerin"
"[1, 1, 4, 2, 4, 1, 4, 1, 4, 1, 2, 1, 4, 2]","Sunscreen, Cleanser","UV Protection, Custom Care","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 3, 4, 1, 4]","Sunscreen, Calming Mask","Calming, Oil Control","Allantoin, Niacinamide, Cica, Glycerin"
"[1, 1, 4, 1, 2, 3, 3, 1, 1, 2, 1, 3, 4, 1]","Moisturizer, Sunscreen","Hydrating, Protective","Glycerin, Ceramide, Niacinamide, Panthenol"
"[1, 3, 4, 4, 1, 3, 1, 1, 1, 4, 3, 3, 1, 3]","Moisturizer, Calming Mask","Balanced, Calming","Ceramide, Allantoin, Glycerin, Cica"
"[4, 3, 4, 3, 3, 3, 4, 3, 1, 3, 3, 3, 2, 1]","Sunscreen, Moisturizer","Balanced, Balancing","Niacinamide, Panthenol, Allantoin, Ceramide"
"[2, 1, 3, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2, 2]","Sunscreen, Cleanser","Oil Control, Pore Care","Niacinamide, Salicylic Acid, Cica, Allantoin"
"[1, 4, 2, 1, 3, 1, 1, 3, 4, 2, 3, 1, 4, 2]","Sunscreen, Moisturizer","Hydrating, Acne Free","Niacinamide, Allantoin, Glycerin, Salicylic Acid"
"[3, 3, 1, 4, 1, 2, 2, 1, 4, 1, 4, 1, 4, 2]","Sunscreen, Calming Mask","Acne Free, Balanced Hydration","Allantoin, Salicylic Acid, Water, Ceramide"
"[3, 1, 2, 4, 4, 4, 1, 2, 1, 2, 2, 4, 4, 3]","Sunscreen, Essence","Protective, Custom Care","Allantoin, Niacinamide, Panthenol, Ceramide"
"[2, 1, 3, 4, 2, 3, 4, 4, 4, 2, 3, 3, 4, 2]","Sunscreen, Serum","Pore Care, Protective","Niacinamide, Panthenol, Allantoin, Ceramide"
"[4, 4, 4, 1, 4, 3, 4, 1, 4, 4, 3, 2, 3, 4]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[1, 3, 4, 1, 4, 4, 3, 2, 1, 2, 4, 4, 2, 2]","Booster, Moisturizer","Hydrating, Custom Care","Panthenol, Glycerin, Ceramide, Allantoin"
"[4, 2, 3, 1, 1, 4, 1, 2, 2, 3, 3, 4, 1, 2]","Sunscreen, Serum","Calming, Balancing","Allantoin, Panthenol, Cica, Salicylic Acid"
"[1, 1, 3, 3, 3, 1, 1, 1, 4, 3, 2, 4, 3, 3]","Sunscreen, Moisturizer","Protective, UV Protection","Allantoin, Niacinamide, Water, Glycerin"
"[3, 3, 3, 1, 2, 3, 4, 1, 1, 3, 4, 2, 2, 1]","Moisturizer, Booster","Hydrating, Acne Prevention","Panthenol, Allantoin, Ceramide, Cica"
"[4, 2, 4, 4, 3, 2, 1, 4, 1, 1, 4, 4, 4, 2]","Sunscreen, Serum","Balancing, Protective","Panthenol, Allantoin, Ceramide, Glycol"
"[3, 1, 4, 2, 2, 2, 2, 1, 3, 3, 2, 2, 1, 3]","Sunscreen, Essence","Oil Control, Soothing","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[4, 1, 2, 2, 4, 4, 3, 2, 3, 1, 3, 4, 4, 2]","Sunscreen, Serum","Custom Care, Balancing","Panthenol, Niacinamide, Allantoin, Retinol"
"[1, 1, 4, 2, 2, 1, 3, 3, 3, 3, 1, 3, 4, 1]","Sunscreen, Serum","Hydrating, Balanced","Niacinamide, Allantoin, Glycerin, Ceramide"
"[4, 1, 3, 3, 3, 3, 3, 2, 4, 3, 1, 1, 2, 1]","Serum, Sunscreen","Balancing, Protective","Panthenol, Niacinamide, Allantoin, Cica"
"[3, 4, 4, 3, 1, 4, 3, 2, 4, 2, 3, 4, 4, 1]","Sunscreen, Mask","Protective, Balanced Hydration","Allantoin, Water, Niacinamide, Salicylic Acid"
"[4, 3, 3, 3, 4, 1, 2, 4, 1, 4, 1, 3, 4, 3]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Allantoin, Glycol, Cica"
"[4, 3, 2, 1, 4, 3, 4, 2, 4, 1, 1, 3, 4, 4]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Allantoin, Glycol, Niacinamide"
"[2, 2, 2, 4, 3, 3, 1, 3, 4, 3, 4, 3, 3, 1]","Sunscreen, Spot Treatment","Balanced, Pore Care","Niacinamide, Ceramide, Salicylic Acid, Panthenol"
"[4, 4, 3, 1, 3, 2, 2, 3, 2, 3, 1, 2, 4, 3]","Sunscreen, Serum","Acne Prevention, Protective","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[4, 4, 4, 3, 2, 4, 3, 1, 3, 4, 3, 2, 4, 3]","Serum, Sunscreen","Balancing, Custom Care","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[1, 1, 2, 2, 2, 4, 4, 3, 1, 4, 4, 3, 1, 3]","Booster, Sunscreen","Hydrating, Custom Care","Niacinamide, Panthenol, Ceramide, Glycerin"
"[1, 1, 4, 3, 2, 3, 1, 3, 3, 2, 2, 1, 3, 3]","Sunscreen, Moisturizer","Protective, Soothing","Niacinamide, Glycerin, Ceramide, Salicylic Acid"
"[1, 2, 3, 3, 1, 4, 2, 4, 4, 2, 1, 3, 2, 4]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Cica, Allantoin, Salicylic Acid"
"[3, 2, 4, 3, 4, 2, 1, 4, 1, 3, 1, 1, 3, 3]","Sunscreen, Booster","Custom Care, Balanced Hydration","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[1, 1, 2, 2, 3, 1, 1, 4, 3, 3, 1, 4, 1, 3]","Sunscreen, Moisturizer","Protective, Custom Care","Niacinamide, Allantoin, Glycerin, Bakuchiol"
"[1, 1, 4, 3, 3, 3, 1, 2, 2, 4, 1, 3, 4, 1]","Sunscreen, Moisturizer","Hydrating, Protective","Niacinamide, Glycerin, Ceramide, Salicylic Acid"
"[4, 3, 4, 1, 4, 1, 4, 3, 1, 4, 1, 4, 2, 3]","Sunscreen, Booster","Balancing, Balanced","Panthenol, Allantoin, Glycerin, Niacinamide"
"[2, 2, 4, 2, 2, 3, 2, 2, 2, 2, 1, 1, 3, 1]","Cleanser, Serum","Pore Care, Oil Control","Salicylic Acid, Niacinamide, Panthenol, Ceramide"
"[4, 3, 2, 3, 2, 3, 2, 2, 1, 1, 3, 3, 4, 3]","Sunscreen, Serum","Balanced, Balancing","Allantoin, Niacinamide, Panthenol, Ceramide"
"[3, 4, 3, 4, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2]","Sunscreen, Serum","Balanced Hydration, Acne Prevention","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[4, 1, 2, 4, 4, 2, 4, 4, 3, 1, 3, 2, 4, 2]","Sunscreen, Serum","Custom Care, Balancing","Panthenol, Niacinamide, Allantoin, Glycol"
"[3, 1, 3, 4, 1, 1, 1, 3, 1, 4, 4, 1, 3, 1]","Sunscreen, Moisturizer","Balancing, Balanced","Niacinamide, Ceramide, Allantoin, Glycerin"
"[4, 2, 2, 3, 1, 3, 1, 2, 3, 3, 2, 3, 3, 1]","Sunscreen, Serum","Balancing, Soothing","Allantoin, Niacinamide, Panthenol, Ceramide"
"[4, 2, 3, 3, 3, 3, 3, 3, 1, 3, 1, 2, 1, 2]","Sunscreen, Serum","Balancing, Acne Prevention","Cica, Allantoin, Panthenol, Niacinamide"
"[4, 3, 4, 2, 3, 2, 2, 4, 3, 4, 1, 2, 2, 2]","Sunscreen, Serum","Balancing, Oil Control","Panthenol, Salicylic Acid, Niacinamide, Glycol"
"[3, 2, 4, 3, 1, 3, 3, 3, 1, 2, 1, 4, 4, 4]","Sunscreen, Essence","Protective, Balancing","Allantoin, Water, Salicylic Acid, Cica"
"[3, 2, 1, 3, 1, 2, 4, 2, 1, 1, 1, 2, 1, 4]","Sunscreen, Calming Mask","Balancing, Calming","Allantoin, Panthenol, Cica, Water"
"[3, 2, 3, 3, 3, 4, 1, 3, 3, 1, 1, 1, 3, 4]","Sunscreen, Serum","Balancing, Custom Care","Niacinamide, Allantoin, Panthenol, Water"
"[4, 3, 2, 1, 4, 4, 3, 4, 4, 2, 2, 3, 2, 2]","Booster, Sunscreen","Custom Care, Balancing","Panthenol, Allantoin, Niacinamide, Glycol"
"[1, 3, 2, 4, 1, 3, 2, 3, 3, 1, 2, 1, 3, 4]","Serum, Sunscreen","Balanced, Acne Free","Allantoin, Niacinamide, Ceramide, Panthenol"
"[2, 2, 2, 2, 2, 3, 4, 4, 4, 2, 2, 3, 1, 4]","Sunscreen, Cleanser","Pore Care, Soothing","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[1, 1, 1, 2, 3, 4, 2, 3, 2, 2, 3, 1, 2, 4]","Sunscreen, Cleanser","Acne Free, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[1, 2, 2, 4, 1, 1, 2, 1, 1, 4, 4, 2, 1, 1]","Moisturizer, Calming Mask","Hydrating, Calming","Ceramide, Cica, Allantoin, Glycerin"
"[1, 2, 1, 1, 3, 4, 2, 2, 4, 4, 3, 3, 4, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Glycerin, Salicylic Acid, Panthenol, Niacinamide"
"[4, 3, 4, 1, 3, 1, 2, 2, 3, 3, 3, 1, 1, 1]","Sunscreen, Serum","Balanced, Hydrating","Allantoin, Panthenol, Salicylic Acid, Niacinamide"
"[1, 2, 3, 2, 1, 1, 3, 2, 4, 4, 1, 2, 1, 3]","Serum, Calming Mask","Acne Prevention, Calming","Cica, Allantoin, Panthenol, Salicylic Acid"
"[3, 3, 3, 2, 1, 4, 4, 1, 1, 1, 3, 2, 3, 2]","Sunscreen, Moisturizer","Balanced, Balanced Hydration","Allantoin, Cica, Niacinamide, Panthenol"
"[4, 3, 1, 1, 1, 1, 4, 2, 1, 2, 3, 3, 3, 4]","Sunscreen, Serum","Balanced, Balancing","Panthenol, Niacinamide, Allantoin, Glycol"
